country_name,country_code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,304614.720181,300135.943094,296834.691723,305267.779142,314596.287085,329784.557767,342368.178325,358278.381587,367651.937441,353173.100746,357967.510652,395061.523617,406488.162257,428637.779164,459742.334363,460840.910225,467829.222212,488797.648679,522352.252288,504690.371108,532614.140224,525337.889289,546775.865,568547.519,591680.972,576265.992,580219.242,590905.482,598720.9575,610723.5,544952.503,,
Afghanistan,AFG,2046.87,1941.37,1525.47,1527.89,1493.59,1457.69,1407.3,1344.1,1318,1122,1078.12,1088.638,1403.03,1653.207,1292.307,1961.711,2283.68,2847.81,4375.64,6558.97,8576.15,11961.89,10208.13,9402.05,9281.34,10057.59,9294.93,10022.78,10972.38,11238.83,8709.47,,
Africa Western and Central,AFW,97190.345,110559.9338,121628.003,114995.869,106198.491,116198.614,134252.745,134320.486,129455.595,131960.884,140653.453,147879.42,138656.59,148185.467,149751.265,152041.539,144266.808,139839.036,147214.73,141983.85,159573.957,165498.4949,170350.67,186486.66,196343.63,194363.64,201399.22,200550.9,210618.89,222990.35,215915.61,,
Angola,AGO,6564.2,6674.5,6877.3,9269.7,11298.23,12719.48,15442.4,16154.9,16767.9,17613.22,16204.16,15955.9,15689.5,16764.8,17453.6,15811.2,16558.6,16966.4,19275.3,21145,22801.5,23865.8,23868,26958.7,29610.5,31648.9,29520.7,25064.8,23637.4,24382.9,19814.5,,
Albania,ALB,6060.5,4119.6,2239.3,2078.4,2084.7,1951.1,1968,1479.16,1804.55,2985.35,3186.54,3234.2,3761.9,4137.4,4322.3,4095.9,4081.8,4258.4,4209.5,4368.2,4785.4,5136.7,4541.8,4795.4,5188,4797,4573.2,5403.7,5316.1,4993.3,4383.2,,
Andorra,AND,406.704,406.704,406.704,410.368,406.704,425.024,454.336,465.328,490.976,512.96,523.952,523.952,531.28,534.944,560.592,575.248,545.936,538.608,538.608,516.624,516.624,490.976,487.312,476.32,461.664,465.328,468.992,465.328,494.64,479.984,448.884399,,
Arab World,ARB,632472.87,634670.889,688969.38,741817.84,786209.54,810180.27,838864.28,879771.68,884602.46,896523.3,933988.54,985508.25,1019038.88,1049960.51,1106497.6,1182132.3,1245032.15,1296134.5,1400755.46,1447553.6,1533676.6,1567405.8,1674146.7,1706820.79,1766583.07,1809147.15,1827587.97,1843231.7,1826351.9,1845846.37,1765052.9,,
United Arab Emirates,ARE,55210.4,61564.1,59702.8,63620.2,70779.6,75166.7,78528.3,81440.9,83449.6,85679.8,84729.1,97196.5,99146.3,103820.5,110007.6,116453.9,121562.5,131831.6,156044.4,157019.8,162788.9,166631.5,175687.9,184960.8,186639.8,195409.4,200398.5,191935,174220.3,185645.7,188088.7,,
Argentina,ARG,100313.9,105906.6,107921.1,110256.5,111909.9,112886.7,122545.9,126118.7,132669.9,134502,132265.5,125255.2,117462.1,127653.5,141376.4,145995.4,154917.5,162820.2,167231.8,156567.5,167226.3,176641.6,177955.3,183255.7,179600.7,185550,183158.7,179267.3,176894.6,168162,154535.9,,
Armenia,ARM,19845.2,20689.6,10755.96,4974.49,2707.87,3436.76,2481.91,3324.3,3492.5,3103,3561,3602,3118.7,3495.4,3763.8,4460.9,4489.2,5204.4,5685.5,4510.8,4336.6,4937.1,5716.5,5501.5,5479,5343.4,5066.7,5371.3,5712.2,6195.6,6746.6,,
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,218.2,221.4,218.5,222,225.2,235.2,254.8,267.6,286,299.3,312.5,321.9,335.1,360.7,367.4,376.7,398,419.2,428.1,453.6,465.8,456.1,469.9,472.9,476.6,490.2,500.5,500.1,508.6,509,474.6,,
Australia,AUS,263437.5,264709.7,268366.5,273016.9,280096.3,290141.5,300180.4,307778.5,327536.9,333677.7,339422.8,345609.4,353315.8,352893.5,366141.6,368801.9,374104.4,384368.3,387570.3,393859.7,395993.2,394436.7,395690,388427.4,379267.2,385782.4,394803.6,397149.4,396059.9,395199.1,378996.8,,
Austria,AUT,58275.7,62423.2,57668,57804,58288.2,61186.4,64902.9,64224.1,64673.1,63055.1,63538.6,67914.4,69374.2,74467.9,75802.1,76242.4,74104.4,71248,70734.7,64420.7,69965.1,68276,65112,65752.7,62054.5,63254.7,63697.1,65867.7,63131.4,64497.8,59142.4,,
Azerbaijan,AZE,53483.7,52059.4,63613.2,48052,33515.3,32474.9,27193.3,26489.6,26490.5,26122.2,27687.2,26397.2,26177.6,28569.4,28311.9,30043.4,30488.4,27627.7,30447.6,25495.8,24311.9,27282.1,30110.6,30939.6,32243.4,31773.3,32239.4,31957,32728.1,35521,34305,,
Burundi,BDI,187.6,229.6,201.2,210.6,210.6,216.9,223.3,226.2,232.5,233.8,262.6,210.2,218.1,171.2,159.6,161,191.6,192.1,198.7,198.1,323.3,359.3,364.2,366.4,364.8,366.8,442,529.1,664.9,707.4,713.466,,
Belgium,BEL,109312.6,113960.1,112329.3,110108.3,114901.4,114568.7,119448.4,116634.7,119412.8,115514.5,117274.6,118339.8,110850.2,115502.1,113350.8,110960.2,108081.5,103905.8,106715.4,99904.4,106872.8,96488.2,95275.6,96550.6,90362.4,95096,94171.6,92587.4,93523.2,92989.4,85364.1,,
Benin,BEN,330.11,273.51,282.61,287.29,280.34,302.07,973.49,1236.54,1214.7,1340.5,1424.5,1735.1,2177.3,2443.2,2646.4,2899.6,3471.4,3998.2,4017.6,4417.2,4825.1,4652.6,4444.7,4676.4,5186.1,5505.6,6739,6876.2,7604,7475.5,7980.4,,
Burkina Faso,BFA,594.1,599.6,610.8,623.6,625.8,639.72,724.9,827.85,879.32,933.39,1048.93,1024.23,1027.23,1102.48,1133.84,1151.29,1400.48,1682.82,1909.6,1930.1,2094.3,2200.4,2693,2947,2997,3801.8,3997.8,4625.2,5147.7,5646.5,5456.7,,
Bangladesh,BGD,11523.73,10830.76,11823.48,12568.4,13543.45,16554.48,16825.3,18970.9,19249.5,20105.5,20686.7,25634.5,27284.2,28629.8,30527.5,32710.8,35902.8,37992.3,41580.8,44750,50487.6,54309.9,58985.2,62965.7,66313.1,73156.9,81128.9,87658,95944.6,92645,85493.1,,
Bulgaria,BGR,73605.7,58826.5,55364.1,55925.2,53724,54882.8,55301.7,52994.6,50477.5,44322,43421.1,46185.6,43599.9,47933.3,47265.7,47985.6,48954.8,52598.7,50039.3,42907.8,44740.6,49637.6,45023.1,39660.7,42054.4,44556.5,41586.7,43885.1,40898.2,39159.9,34138.1,,
Bahrain,BHR,10737.46,10346.53,12272.25,13066.22,13372.03,13535.88,14154.98,14415.78,15488.92,15450.88,15876.5,16386.32,17221.48,17944.11,17927.3,20693.7,22485.4,23001,24762.2,24717.1,25965.7,26017.6,27174.2,28853,30282.7,30492.4,30301.1,30514.9,30844.4,32966.8,32470.2,,
"Bahamas, The",BHS,2014.6,2085.3,1952.5,1825.1,1849.6,1924.2,1894.7,1695.7,2080.7,2127.4,2115.3,2034.5,2068.8,2116,2094.7,1955.6,1906.6,1931.7,1981.2,2008.5,1979.4,2183,2394.3,2805.4,2518.9,2207.4,2040.7,2170.2,2795.4,2622.7,2456,,
Bosnia and Herzegovina,BIH,23965.6,21441,15966.67,13403.99,3162.67,3369.47,4188.03,8493,10760.7,10516.1,13955.1,13763.7,14556,14871.4,15571.7,16225.4,17910.2,18888.5,20761.2,20589.7,20842.5,23738.2,21960.2,21847.8,19506.8,19629,22356.6,22692.7,22615.8,21124.3,20946.8,,
Belarus,BLR,99830,96217.8,87748.6,76209.4,64645.6,57507.8,58453.6,59020.5,57201.9,54957.9,52967.5,51720.2,51752.9,52525.9,55753.4,56464.6,58794.1,57326.9,60231.7,57177.3,61443.7,58325.8,59738.3,59891.2,59431.8,54871.3,55201.4,56247,59271.6,57681.2,54801.5,,
Belize,BLZ,340.3,441.6,382.5,405.7,402.7,405.2,330.6,419,399.6,374.4,425.2,481.4,449.7,450.2,409.6,435.3,461.2,491.6,450.9,532,531.2,573.4,465.3,457.4,483.7,675.1,651.3,643.1,630,736.2,687.6,,
Bermuda,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,10407.9,10867.9,11173.7,10260.5,9565,8634.5,8331.2,9186.3,8728.6,8285.2,8108.1,7812.9,8339.5,8878.7,9382.4,9883,10714.9,11907.5,12734.2,13570.4,14702.2,15991.7,16961,18123.9,19478.3,20002.9,21328.7,21628.2,21881.2,21828.8,18375.3,,
Brazil,BRA,197897.4,205475.4,207865.4,215259.5,222497.5,241283.8,262414.1,281335,290587.2,300958.7,313670.8,319375.7,317756.5,310808.1,328517.3,331689.1,335624.6,352555.8,373633.1,350000.9,397931.1,418295.4,454232.9,486844.7,511618,485344.1,447077.3,455684.8,433838.8,434318,414138.8,,
Barbados,BRB,1004.32,1000.03,925.75,876.84,929.58,946.6,980.47,1068.52,1137.1,1208.7,1188.1,1216.8,1206.3,1249.9,1280.2,1326.1,1347.6,1367,1619,1599.7,1481.5,1516.25,1467.62,1439.47,1282.07,1269.57,1290.77,1179.97,1270.17,1167.27,1096.07,,
Brunei Darussalam,BRN,3260.3,3384.5,3585.4,3928.1,4265.1,4600.7,4827.2,5225.2,4517.9,4433,4717.9,4708.8,4620.1,5515.5,5103,4991.3,7520.8,7143.2,7912.5,7874.3,7170.8,7332.7,7299.5,7208.8,7080.3,6397.7,6968.5,7290.2,7540,7057.8,9588,,
Bhutan,BTN,185.39,182.8,205.11,177.05,205.9,246.03,296.56,381.17,377.42,378.53,388.84,379.31,411.52,377.73,313.51,395.42,397.5,398.71,422.62,396.83,493.18,744.2,833.9,908,1012.4,1042.1,1228.4,1309.5,1454.3,1433,1035.2,,
Botswana,BWA,2807.4,2734.7,3298.3,3249.7,3080.1,3189.8,2915.9,3066,3682.2,3858.5,4033.8,3865.6,4026.7,3915,3970.3,4278.6,4086.9,4319.8,4392.7,4186.58,3371.7,3883.337,3414.335,5421.539,6988.912,6949.712,6629.312,7337.512,8061.3875,7198.3,5763.687,,
Central African Republic,CAF,148,142,151.5,157.6,160.7,163.8,167,167,227.4,236.8,243.2,253,249.8,231,226.2,224.1,234.3,237.8,171.4,168.2,174.8,194.2,197.2,120.6,130.4,184.4,206.4,222.4,229.1,235.4,236.6,,
Canada,CAN,419492.2,413298.6,426367.3,422047.8,436764.6,448046,461700.7,476815.9,484791.8,494278.5,514215.1,506615.9,524353.4,544541.8,536417.3,549032.7,540525.6,571632,550553.2,521399.4,537091.5,549369.9,546291.6,555742.4,561760.5,558747.2,556874.1,568175.9,579573.9,566001.8,516873.7,,
Central Europe and the Baltics,CEB,991246.4,916298.1,850698.7,826253.11,805509.9,809241.02,835209.1,809596.6,760226.7,717907,710574.87,722553,707700.2,736222.1,735101.1,735068,753388.1,758838.8,740343.6,684780.6,708417.9,709498.9,682324.9,655837.7,635436.5,644756,656753.9,684083.3,678446.5,643612.1,598490.02,,
Switzerland,CHE,43326.5,45666.8,45702.6,43452,42593,43439.4,44006,42748.3,44247.3,44528.1,43708.8,45154.7,43573.3,44839.5,45283.9,45850.7,45479.3,43541.2,44962.5,43668.6,45207.8,41192.3,42516.6,43531.2,39793.3,39090.8,39666.5,38699,37481.3,37376.3,34916.1,,
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,30533.6,29243.4,30346.9,32465.1,35826.8,38972,44896.3,51285.2,52013.7,54430.3,50424.5,48425.1,49121.4,50200.6,54972.1,55968.9,57148.1,64574,67991.6,65450.6,69749.1,76470.5,78412.6,82998.5,76560.3,82260.4,86504.7,87136.9,86581.3,91915.4,84827.8,,
China,CHN,2173364.2,2302185.2,2418175.3,2645411.7,2767666.4,3088620.2,3070505.1,3134112.6,3236278.6,3153661.1,3346525.8,3529081.3,3796157.1,4424412.6,5113216.6,5824625.1,6437470.3,6993182.8,7199604.7,7719071.4,8474922.7,9282553.7,9540539.7,9979128,10021043.4,9859281.2,9860914,10089273.2,10567262,10762824,10944686.2,,
Cote d'Ivoire,CIV,2705.4,2791.5,2772.1,2957.3,3093.6,3365.1,4053.6,4972.6,4989.7,6831.4,6489.4,6494.3,6838.9,5307.6,5466.1,5876.5,5698.7,5657.8,6474.7,6031.2,6350.6,6118.3,8037.7,8692.4,9196.9,9805.7,9593.5,10563.8,10194.8,10838.9,10894.9,,
Cameroon,CMR,2900,6966.2,6846.8,5766.9,4619.3,4679.5,4755.4,4862.4,5040.5,4788.4,5209.1,5156.8,5133.3,5206,5122.6,5016.3,5091.7,6131.5,6393.5,7032.4,7014.4,6801.5,6866.7,7526.8,8222.8,8500.2,8974.7,9076,9749.7,9557.3,9928.4,,
"Congo, Dem. Rep.",COD,3179,1737.9,1482.42,1896.19,2208.23,2110.94,2271.34,2269.97,2275.74,2098.08,1634.93,1565.44,1650.2,1998.6,1939.7,2208.7,2282.8,2472.8,2553.3,2502.8,2653.9,3016.9,2827.3,3959.5,5136.1,3231.4,2421.14,2845,2813.9,3031.2,3025.6,,
"Congo, Rep.",COG,3201.15,3193.42,3128.17,2690.49,2054.7,2634.81,3168.04,3266.223,3875.7,3961.8,4346.986,4243.5,2755.2,3224.9,3514.5,4313.23,4777.96,4150.72,4360.59,4838.56,5423.35,5383.97,5260.75,5311.61,5175.1,5655,5497.6,5406.7,6216.9,7006.1,7153.9,,
Colombia,COL,49364.4,51098.7,53199.4,56659.9,57514.5,60043.3,59253.3,64837,65071.4,55922.1,58995.5,59588.3,57373,56716,56608.9,58187,58193,59709.9,60298.1,62670.6,64146.1,69771.1,70223.2,77725.4,80091,81017.2,83526.2,75674,79355.2,79186.7,79057.6,,
Comoros,COM,65.5,68.7,70.3,73.3,74.9,78,79.6,84.3,92.2,96.9,104.9,109.8,109.7,139.7,153.2,147,172.1,111.8,114.1,140.4,167.8,150,160.1,192.2,171.9,185.9,217.9,279,302.7,326.2,328.2,,
Cabo Verde,CPV,183.8,169.8,182.9,173.1,175.9,201.7,222.4,230.1,248.1,295.6,305.8,358.5,392,419.1,416,451.5,518.7,460,475.7,510.6,540.7,566.8,525.6,502,496.4,499.9,542.9,584.7,594.7,617.2,620.6,,
Costa Rica,CRI,2871.2,3061.6,4148.5,4180.9,4850.5,4809.8,4526.9,4493.9,5015.3,5034,4946.8,5422.7,5523.2,5798.9,5943.6,6273.9,6557,7602.5,7515.3,7198.5,7105.5,7430.8,7446.7,7778.7,7832.3,7537.9,8008.9,8173.5,8166.6,7956.4,6967.4,,
Caribbean small states,CSS,27695.208097,27978.372072,28528.882047,26203.362022,24806.982797,25222.981167,26225.193537,27077.785907,28405.224277,28791.492647,28485.22,30033.96,30811.46,34223.46,35110.06,36627.06,40350.77,41066.58,38498.49,35974.17,38301.47,39660.78,39118.25,40477.58,40085.4586,39284.4,37223.056,36313.3,37801.5,37614.99,32776.99,,
Cuba,CUB,35621.6,27418,21771.8,20152.3,21719.4,23175.5,25203.4,27448.2,27112.5,27998.5,28353.1,27465.1,26423.5,25628.6,25364.8,26317.9,26780.2,27677.5,26747.1,26979.6,28110,27586.3,28690.9,28869.7,26677.1,29209.8,27176.4,26241.3,26674.6,24418.5,24327.8,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,4591.2,5109,5479.7,5735.8,5977.9,5848,6211.3,6304.9,6610,6871.1,7127.7,6992.1,7168.5,7834.1,7778.8,7900.8,7999.4,8307.1,8490.7,8276.1,7898.4,7634.6,7098.8,6427.7,6811.8,6851.9,7219.2,7361.2,7198.6,7191,6771.8,,
Czechia,CZE,153149.3,139757.1,136842.4,130982.2,125199.7,124519,128483.7,126005.8,119767.3,112359.9,124716.7,124341.3,120209.9,123372.9,123786,121893.6,122553.6,124432.8,118718.3,113246.1,114167.6,111220.1,107320.2,102910.3,99960.6,101167.5,102998,103549.9,102734.3,97712.9,88835.2,,
Germany,DEU,955307.7,932548.1,892817.4,887057,875897.1,874659.4,904337.4,872646.5,865253.7,833594.9,830284.1,847678.2,833382.2,836794.5,821073.6,802383.2,814413.1,783803,789690.4,734805.5,773069.1,746477.3,760127.7,776151.8,736011.7,742314.4,747147.2,732204.2,707770.2,658693.5,603350.5,,
Djibouti,DJI,274.1,288.2,304.5,305.8,295.5,315.8,296,331.8,393.8,393.3,373.4,376.5,399.6,414.4,395.8,429.3,432.6,470.2,474.3,465.5,519.1,474.9,492.6,558.79,402.17,446.55,395.47,403.4,414.9,428.27,427.7,,
Dominica,DMA,62.7,62.7,62.8,66.1,69.4,83.1,69.7,91.1,92.9,102.3,125.3,139.1,105.6,121.5,144.3,148.4,155.3,164,165.7,163.8,172.5,152.1,167,171.4,180,180.9,182.5,165.6,165.3,174.1,162.8,,
Denmark,DNK,51978,62700.3,56970.3,59301.1,63171.5,60038.4,73375.1,63617.3,59710.3,56728.5,52602,54245.4,53839.7,59234,53727.6,50201.9,58134,53411.4,50127.7,47933.6,48124.8,43098,38216.2,39960.7,35820,33704.9,35340.3,33184,33133.3,29696.5,27356.5,,
Dominican Republic,DOM,7860.7,8229.6,9620.4,9520.4,11138.3,11844.7,12728.5,14502.8,16616.1,17794,18670.6,18983.7,20884.1,18725.2,17282.2,18690.8,20368.5,20626.8,20581.3,19657.2,20680.8,20913.9,21681.5,21287.2,21450.7,23590.5,24593.5,23551.3,25366,25775.2,22881.3,,
Algeria,DZA,62936.9,66428.5,66844.6,72219.1,73606.2,76440.2,76123.8,74433.2,74649.1,77505.3,80046.8,78645.5,82404.3,88188.9,89492.7,94187.8,99808.7,102750.2,107745.5,112172.2,114179.4,120784.9,134934.2,139024.1,147735.2,156273,154654.3,157704.4,164534.1,170582.4,161563,,
East Asia & Pacific (excluding high income),EAP,2665961.556,2823141.84,2950892.095028,3212685.429589,3367636.986445,3749195.491962,3774435.93135,3886600.519183,3969055.628127,3925971.507523,4141518.42,4366771.71,4664764.44,5344565,6090553.99,6834676.03,7477420.9,8074794.43,8311664.1,8816028.69,9654293.1,10515988.7,10809799.3,11252643.83,11372410.3,11254077.3,11291996,11608128.4,12214599.4,12535996.7,12660698.2,,
Early-demographic dividend,EAR,2612523.044097,2739316.112072,2812697.397075,2911432.941611,3047080.402242,3182800.872129,3339765.414887,3502837.95509,3610180.567404,3727213.88017,3867900.42,3962589.65,4084583.54,4252138.45,4480288.94,4670965.26,4924956.37,5220062.37,5419740.08,5581244.39,5857230.62,6085825.117,6383658.605,6455704.659,6781898.692,6839149.542,6951805.908,7211474.182,7382656.3575,7347348.73,6805648.307,,
East Asia & Pacific,EAS,4322250.256,4523221.24,4690840.495028,4985060.629589,5229346.686445,5662345.191962,5738115.43135,5869798.919183,5862285.528127,5901423.807523,6188981.82,6419834.11,6763372.54,7452441.4,8227512.79,8976141.83,9611423.1,10269588.53,10453538.8,10916830.29,11863420.2,12805112.1,13143266.3,13591102.73,13640572.8,13510201.2,13550289.3,13869889,14437176.3,14703257.4,14708135.6,,
Europe & Central Asia (excluding high income),ECA,3838019.540257,3730906.740692,3506475.403865,3198472.599997,2839358.722545,2746260.83624,2654664.474239,2517460.926938,2516228.874585,2510998.670108,2577216.352393,2565856.51822,2599642.599476,2707914.413348,2707329.097687,2722434.9,2833981.6,2891014.6,2930278.56,2703712.95,2840620.8,2997334.1,2959664.3,2904794.2,2811027.4,2739709.6,2771362.1,2832835,2913541,2922190.2,2830714.8,,
Europe & Central Asia,ECS,7966959.675113,7846626.453843,7499646.758356,7110491.562417,6738164.877635,6687518.121854,6714980.890606,6490296.501429,6487492.669298,6429218.086505,6507573.874391,6566293.03127,6578328.567749,6788126.321864,6793339.070517,6788006.384322,6908752.5068,6907496.871925,6856012.433867,6339923.148673,6579733.278439,6594980.407993,6524680.837447,6386728.464887,6104308.52317,6073951.401794,6099478.730256,6166584.297397,6177967.890403,6034379.546716,5641772.700492,,
